	drugbankId	name	ttd_id	pubchem_cid	cas_num	chembl_id	zinc_id	chebi_id	kegg_cid	kegg_id	bindingDB_id	UMLS_cuis	stitch_id
5385	DB09130	Copper	D01WMJ	23978.0	7440-50-8	CHEMBL55643		28694	C00070			C0009968	CID000023978
5401	DB12789	Dinoprost	D00HTY	5280363.0	551-11-1	CHEMBL815	ZINC000003830709	15553	C00639	D00081	50035622.0	C0012471	CID005280363
5405	DB09135	Ioxilan		3743.0	107793-72-6	CHEMBL1201075		135884		D02161		C0063829	CID000003743
5408	DB09133	Iothalamic acid		3737.0	2276-90-6	CHEMBL1201300	ZINC000003830961	31713		D01258		C0022032,C0022034	CID000003737
5409	DB09134	Ioversol	D0U1ZD	3741.0	87771-40-2	CHEMBL1200614		31717		D01555		C0063828,C0593051	CID000003741
5424	DB00730	Thiabendazole	D08QCJ	5430.0	148-79-8	CHEMBL625	ZINC000000073711	45979	C07131	D00372	50121347.0	C0039832	CID000005430
5425	DB00731	Nateglinide	D06PSS	5311309.0	105816-04-4	CHEMBL783	ZINC000101489663	31897	C12508	D01111	50344967.0	C0903898	CID005311309
5426	DB00734	Risperidone	D01AZG	5073.0	106266-06-2	CHEMBL85	ZINC000000538312	8871		D00426	50001885.0	C0073393	CID000005073
5427	DB00735	Naftifine	D00HPK	73342.0	65472-88-0	CHEMBL626	ZINC000001530977	7451	C08071		50170647.0	C0068367	CID100047640
5428	DB00732	Atracurium besylate	DAP000105	47320.0	64228-81-5	CHEMBL1200527		2915		D00758	50149881.0	C0004235	CID000047320
5429	DB00733	Pralidoxime	D0V9VJ	5353894.0	6735-59-7	CHEMBL1420	ZINC000004577910	8354	C07400		234367.0	C0071808	CID005353894
5430	DB00738	Pentamidine	D05EAM	4735.0	100-33-4	CHEMBL55	ZINC000001530775	45081	C07420		45440.0	C0030863	CID000004735
5432	DB00736	Esomeprazole	D0C6DT	9568614.0	119141-88-7	CHEMBL1201320	ZINC000004693574	50275		D07917		C0937846	CID100130564
5433	DB00737	Meclizine	D0T1XW	4034.0	569-65-3	CHEMBL1623		6709	C07116	D08163	81467.0	C0025039	CID000004034
5444	DB00741	Hydrocortisone	D0KR5B	5754.0	50-23-7	CHEMBL389621	ZINC000013540519	17650	C00735	D00088	13775.0	C0020268,C4255947,C4255948	CID000005754
5445	DB00742	Mannitol	D0P7EK	6251.0	69-65-8	CHEMBL689	ZINC000002041302	16899	C00392	D00062	50142798.0	C0024730	CID000006251
5446	DB00740	Riluzole	D0H0KB	5070.0	1744-22-5	CHEMBL744	ZINC000000006481	8863	C07937	D00775	30705.0	C0073379	CID000005070
5447	DB00745	Modafinil	D07HQC	4236.0	68693-11-8	CHEMBL1373		77585		D01832	50156055.0	C0066677	CID000004236
5448	DB00746	Deferoxamine		2973.0	70-51-9	CHEMBL556	ZINC000003830635	4356	C06940	D03670	47715.0	C0011145	CID000002973
5450	DB00744	Zileuton	D09JUG	60490.0	111406-87-2	CHEMBL93		10112		D00414	50000541.0	C0081408,C4255945	CID000060490
5451	DB00749	Etodolac	D0N1WU	3308.0	41340-25-4	CHEMBL622		4909	C06991	D00315	50016799.0	C0059865	CID000003308
5452	DB00747	Scopolamine	D0B7YT	3000322.0	51-34-3	CHEMBL569713	ZINC000100037020	16794	C01851	D00138	50240039.0	C0036442,C0036444	CID100005184
5453	DB00748	Carbinoxamine	D00FGV	2564.0	486-16-8	CHEMBL864		3398	C06871	D07617	81464.0	C0054672	CID000002564
5470	DB00752	Tranylcypromine	D0H0HJ	5530.0	155-09-9	CHEMBL313833		131512	C07155	D08625	50113851.0	C0040636,C0040778	CID000005530
5471	DB00753	Isoflurane	D0DP6L	3763.0	26675-46-7	CHEMBL1256		6015	C07518	D00545	217353.0	C0022180	CID000003763
5472	DB00750	Prilocaine	D06LYG	4906.0	721-50-6	CHEMBL1194		8404	C07531	D00553	50225477.0	C0033124	CID000004906
5473	DB00751	Epinastine	D0DV3O	3241.0	80012-43-7	CHEMBL1106		51032		D01713	50131441.0	C0078442	CID000003241
5474	DB00756	Hexachlorophene	D0ZX2G	3598.0	70-30-4	CHEMBL496	ZINC000001530968	5693	C08039	D00859	31712.0	C0019435	CID000003598
5475	DB00757	Dolasetron	D00YLW	3033818.0	115956-12-2	CHEMBL2368925	ZINC000103105084		C07866	D07867	50451546.0	C0209210	CID100003148
5476	DB00754	Ethotoin	D05EPM	3292.0	86-35-1	CHEMBL1095		4888	C07839	D00708	50239975.0	C0015046,C0098350	CID000003292
5478	DB00758	Clopidogrel	D0N0TZ	60606.0	113665-84-2	CHEMBL1771	ZINC000034781704	37941		D00769	50397662.0	C0070166,C4255919	CID000060606
5479	DB00759	Tetracycline	D08NQZ	54675776.0	60-54-8	CHEMBL1440	ZINC000084441937	27902	C06570	D00201	50237605.0	C0039644,C3710841,C4255917,C4255918	CID125880664
5498	DB00760	Meropenem	D0O5FY	441130.0	96036-03-2	CHEMBL127	ZINC000003808779	43968		D02222	50129062.0	C0066005,C1881787	CID100060706
5499	DB00763	Methimazole	D0S4BR	1349907.0	60-56-0	CHEMBL1515	ZINC000001187543	50673	C07190	D00401	50241361.0	C0025644	CID001349907
5500	DB00764	Mometasone	D03HYX	441335.0	105102-22-5	CHEMBL1201404	ZINC000004097440	6970	C07816	D08227	50237628.0	C0360564	CID000441335
5502	DB00762	Irinotecan	D07HOB	60838.0	97682-44-5	CHEMBL481	ZINC000001612996	80630	C16641	D08086	50128267.0	C0123931	CID100003750
5504	DB00768	Olopatadine	D05GPO	5281071.0	113806-05-6	CHEMBL1189432	ZINC000000001850		C07789	D08293	50002096.0	C0527189	CID005281071
5505	DB00765	Metyrosine	D0B3QM	441350.0	672-87-7	CHEMBL1200862	ZINC000000000693	6912	C07921	D00762		C0886584	CID000441350
5545	DB09148	Florbetaben (18F)		11501341.0	902143-01-5	CHEMBL566752	ZINC000100529288	79033		D10002		C3818757	CID011501341
5546	DB09149	Florbetapir (18F)	D09CGE	24822371.0	956103-76-7	CHEMBL1774461	ZINC000100090643	66880		D09617		C3475363	CID024822371
5553	DB09142	Sincalide	D0I8AF	9833444.0	25126-32-3	CHEMBL1121		135946		D05845	21147.0	C0037167	CID009833444
5555	DB09151	Flutemetamol (18F)	D04BOQ	15950376.0	765922-62-1	CHEMBL2042122	ZINC000100096928	76611		D10231		C2983948	CID015950376
5557	DB09152	Nitrogen		947.0	7727-37-9	CHEMBL142438		17997	C00697	D00083		C0028158	CID100004033
5569	DB09156	Iopromide	D07GNP	3736.0	73334-07-3	CHEMBL1725		63578		D01893		C0063817	CID000003736
5603	DB00808	Indapamide	D0H8FH	3702.0	26807-65-8	CHEMBL406		5893		D00345	25901.0	C0021186	CID000003702
5604	DB00809	Tropicamide	D09PNY	5593.0	1508-75-4	CHEMBL1200604		9757		D00397	82371.0	C0041190	CID000005593
5605	DB00806	Pentoxifylline	D03XTA	4740.0	6493-05-6	CHEMBL628	ZINC000001530776	7986	C07424	D00501	10850.0	C0030899	CID000004740
5606	DB00807	Proparacaine	D0Q7ZG	4935.0	499-67-2	CHEMBL1196	ZINC000001530762	8485	C07383	D08448	50225500.0	C0072510	CID000004935
5607	DB00811	Ribavirin	D0H3WI	37542.0	36791-04-5	CHEMBL1643	ZINC000001035331	63580		D00423	50154375.0	C0035525	CID000037542
5611	DB00816	Orciprenaline	DNC000927	4086.0	586-06-1	CHEMBL776		83329	C07144	D00685	50295572.0	C0029193	CID000004086
5612	DB00813	Fentanyl	D0E1WI	3345.0	437-38-7	CHEMBL596	ZINC000002522669	119915		D00320	50008984.0	C0015846	CID000003345
5613	DB00814	Meloxicam	D0G7FJ	54677470.0	71125-38-7	CHEMBL599	ZINC000013129998	6741	C08169	D00969	50056998.0	C0083381	CID100004051
5614	DB00819	Acetazolamide	D0E1SW	1986.0	59-66-5	CHEMBL20	ZINC000003813042	27690	C06805	D00218	10880.0	C0000981	CID000001986
5616	DB00818	Propofol	D0A3HB	4943.0	2078-54-8	CHEMBL526	ZINC000000968303	44915	C07523	D00549	50058046.0	C0033487	CID000004943
5623	DB00822	Disulfiram	D0X5SD	3117.0	97-77-8	CHEMBL964	ZINC000001529266	4659	C01692	D00131	50058655.0	C0012772	CID000003117
5625	DB00820	Tadalafil	D05MQK	110635.0	171596-29-5	CHEMBL779	ZINC000003993855	71940	Cialis	D02008	14777.0	C1176316	CID000110635
5627	DB00826	Natamycin	D02FEM	5284447.0	7681-93-8	CHEMBL1200656	ZINC000008220909	7488	C08073	D00884	50370755.0	C0027444	CID100441382
5628	DB00827	Cinoxacin	D07UXP	2762.0	28657-80-9	CHEMBL1208	ZINC000000032350	3716	C08052	D00872	39350.0	C0008806	CID000002762
5631	DB00828	Fosfomycin	D01GYT	446987.0	23155-02-4	CHEMBL1757	ZINC000001530427	28915	C06454	D04253	50024894.0	C0016610	CID100003417
5632	DB00829	Diazepam	D0N9DS	3016.0	439-14-5	CHEMBL12	ZINC000000006427	49575	C06948	D00293	50000766.0	C0012010	CID000003016
5644	DB00833	Cefaclor	D0PW7C	51039.0	53994-73-3	CHEMBL680	ZINC000003812869	3478	C06877	D00256	42131.0	C0007537,C2699131	CID100002609
5645	DB00834	Mifepristone	D0Z4EI	55245.0	84371-65-3	CHEMBL1276308	ZINC000003831128	50692	C07652	D00585	50072024.0	C0026088	CID000055245
5646	DB00831	Trifluoperazine	D0R4OM	5566.0	117-89-5	CHEMBL422	ZINC000019418959	45951	C07168	D08636	79181.0	C0040979	CID000005566
5649	DB00838	Clocortolone	D00GOS	5311052.0	4828-27-7	CHEMBL418037	ZINC000021981454	59582		D07719	11052.0	C0055899	CID005311052
5651	DB00836	Loperamide	D0CS2F	3955.0	53179-11-6	CHEMBL841	ZINC000000537928	6532	C07080	D08144	50017698.0	C0023992	CID100003954
5652	DB00839	Tolazamide	D09FJB	5503.0	1156-19-0	CHEMBL817	ZINC000000057512	9613		D00379	50240099.0	C0040372	CID000005503
5664	DB00841	Dobutamine	D0J7RK	36811.0	34368-04-2	CHEMBL926		4670	C06967	D03879	50325274.0	C0012963	CID000036811
5665	DB00844	Nalbuphine	D01KQA	5311304.0	20594-83-6	CHEMBL895	ZINC000003812989	7454	C07251	D08246	50105085.0	C0027348	CID005311304
5666	DB00845	Clofazimine	D0S5UH	2794.0	2030-63-9	CHEMBL1292	ZINC000100037101	3749	C06915	D00278	50378783.0	C0008996	CID000002794
5667	DB00842	Oxazepam	D09LDR	4616.0	604-75-1	CHEMBL568		7823	C07359	D00464	85031.0	C0029997	CID000004616
5668	DB00843	Donepezil	D0NS6H	3152.0	120014-06-4	CHEMBL502		53289		D00670	8960.0	C0527316	CID000003152
5671	DB00846	Flurandrenolide	D0Y2YP	15209.0	1524-88-5	CHEMBL1201012	ZINC000004097308	5127		D00328	50240003.0	C0016374	CID000015209
5672	DB00847	Cysteamine	D0V0LB	6058.0	60-23-1	CHEMBL602	ZINC000008034121	17141	C01678	D03634	7968.0	C0010648	CID000006058
5673	DB00800	Fenoldopam	D0R6BI	3341.0	67227-56-9	CHEMBL588		5002	C07693	D00613	60917.0	C0060180	CID100003340
5675	DB00804	Dicyclomine	D07XJM	3042.0	77-19-0	CHEMBL1123	ZINC000001530613	4514	C06951		50010101.0	C0012125	CID000003042
5677	DB00802	Alfentanil	D0G5QB	51263.0	71195-58-9	CHEMBL634	ZINC000000601281	2569	C08005	D07122	83450.0	C0002026	CID000051263
5703	DB09220	Nicorandil	D0B2WZ	47528.0	65141-46-0	CHEMBL284906	ZINC000001533102	31905	C13280	D01810		C0068700	CID000047528
5709	DB00896	Rimexolone	D0D2TN	5311412.0	49697-38-3	CHEMBL1200617	ZINC000003945984	135566		D05729	50103606.0	C0140594	CID005311412
5712	DB00894	Testolactone	D0C7JF	13769.0	968-93-4	CHEMBL1571	ZINC000004081771	9460	C02197	D00153	50367848.0	C0039600	CID000013769
5714	DB00899	Remifentanil	D0T5OX	60815.0	132875-61-7	CHEMBL1005	ZINC000000538283	8802	C08021	D08473	50012491.0	C0246631	CID100060814
5715	DB00897	Triazolam	D0U3LS	5556.0	28911-01-5	CHEMBL646	ZINC000000002212	9674		D00387	50001765.0	C0040879	CID000005556
5769	DB09242	Moxonidine	D0E9PK	4810.0	75438-57-2	CHEMBL19236	ZINC000001854466	7009	C07451	D05087	50050093.0	C0066837	CID000004810
5788	DB09255	Dextran	D00UJF	7847128.0	9004-54-0			52071	C00372	D00060		C0086140	CID100102399
5807	DB00851	Dacarbazine	D0Y7ZU	5351166.0	4342-03-4	CHEMBL476	ZINC000100019007	4305	C06936	D00288	50238687.0	C0010927,C0728898	CID105281007
5808	DB00852	Pseudoephedrine	D00HHS	7028.0	90-82-4	CHEMBL1590	ZINC000000020259	51209	C02765	D08449		C0022174,C0033798	CID000007028
5809	DB00850	Perphenazine	D02HED	4748.0	58-39-9	CHEMBL567	ZINC000019228902	8028	C07427	D00503	50130273.0	C0031184	CID000004748
5810	DB00855	Aminolevulinic acid	D0Y7ZD	137.0	106-60-5	CHEMBL601	ZINC000003782550	17549	C00430		50240386.0	C0002563	CID000000137
5812	DB00853	Temozolomide	D0C8EU	5394.0	85622-93-1	CHEMBL810	ZINC000001482184	72564		D06067	50034562.0	C0076080	CID000005394
5813	DB00854	Levorphanol	D0T3HY	5359272.0	77-07-6	CHEMBL592	ZINC000003812984	6444	C08014	D08123	50369518.0	C0023586	CID005359272
5814	DB00859	Penicillamine	D08HZC	5852.0	52-67-5	CHEMBL1430	ZINC000000114127	7959	C07418	D00496	39346.0	C0030817	CID000005852
5815	DB00857	Terbinafine	D01AYJ	1549008.0	91161-71-6	CHEMBL822	ZINC000001530981	9448	C08079	D02375	50018518.0	C0076110	CID100005402
5836	DB00862	Vardenafil	D0C9SY	110634.0	224785-90-4	CHEMBL1520	ZINC000018324776	46295		D08668	50088373.0	C0971579	CID000110634
5837	DB00863	Ranitidine	D0B8WN	3001055.0	66357-35-5	CHEMBL1790041		92246		D00422	50103506.0	C0034665	CID003001055
5838	DB00860	Prednisolone	D0D1SG	5755.0	50-24-8	CHEMBL131	ZINC000003833821	8378	C07369	D00472	19190.0	C0032950	CID000005755
5839	DB00861	Diflunisal	D08LFZ	3059.0	22494-42-4	CHEMBL898	ZINC000000020243	39669	C01691	D00130	50240510.0	C0012228	CID000003059
5842	DB00864	Tacrolimus	D06OMK	445643.0	104987-11-3	CHEMBL269732	ZINC000169289411	61049	C01375	D00107	50079777.0	C0085149,C0771204	CID000445643
5843	DB00865	Benzphetamine	D0T5UL	5311017.0	156-08-1	CHEMBL3545985	ZINC000000968305	3044	C07538			C0005096,C0053302	CID100002341
5844	DB00868	Benzonatate	D0Q2ES	7699.0	104-31-4	CHEMBL1374379	ZINC000003830276	3032		D00242	50240086.0	C0053229	CID000007699
5845	DB00869	Dorzolamide	D05UYW	5284549.0	120279-96-1	CHEMBL218490	ZINC000001530621	4702	C06969	D07871	10884.0	C0165590	CID005284549
5868	DB00870	Suprofen	D07BPS	5359.0	40828-46-4	CHEMBL956		9362	C07320	D00452	50090676.0	C0038878	CID000005359
5871	DB00873	Loteprednol			129260-79-3		ZINC000030691679	50848		D08147		C0772364	CID100054808
5872	DB00874	Guaifenesin		3516.0	93-14-1	CHEMBL980		5551		D00337	50240098.0	C0018305	CID000003516
5874	DB00871	Terbutaline	D0M8RC	5403.0	23031-25-6	CHEMBL1760		9449	C07129	D08570	25770.0	C0039542,C0039543	CID000005403
5876	DB00872	Conivaptan	D0VU2X	151171.0	210101-16-9	CHEMBL1755	ZINC000012503187	681850		D07748	85095.0	C0966107	CID000151171
5878	DB00877	Sirolimus	D03LJR	5284616.0	53123-88-9	CHEMBL413	ZINC000169289388	9168	C07909	D00753	36609.0	C0072980	CID005284616
5879	DB00878	Chlorhexidine	D0V4GY	9552079.0	55-56-1	CHEMBL790	ZINC000014768621	3614	C06902	D07668	50170723.0	C0008196	CID009552079
5881	DB00876	Eprosartan	D0T7US	5281037.0	133040-01-4	CHEMBL813	ZINC000029319828	4814	C07467	D04040	50011977.0	C0287041	CID005281037
5882	DB00879	Emtricitabine	D0S9SD	60877.0	143491-57-0	CHEMBL885	ZINC000003629271	31536	C12599	D01199	50107843.0	C0877876,C0909839	CID000060877
5903	DB00880	Chlorothiazide	D0M9WM	2720.0	58-94-6	CHEMBL842	ZINC000003872055	3640	C07461	D00519	39351.0	C0008273	CID000002720
5904	DB00881	Quinapril	D0I7SZ	54892.0	85441-61-8	CHEMBL1592	ZINC000003801163	8713	C07398	D03752	50368166.0	C0072857	CID100005005
5905	DB00884	Risedronic acid	D0PA5S	5245.0	105462-24-6	CHEMBL923	ZINC000001531009	8869	C08233	D08484	12576.0	C0140610,C0246719	CID000005245
5907	DB00885	Pemirolast	D0K5LQ	57697.0	69372-19-6	CHEMBL1201198	ZINC000005783214	134936		D01088	50323686.0	C0053881	CID000057697
5911	DB00883	Isosorbide dinitrate	D0I1SK	6883.0	87-33-2	CHEMBL6622	ZINC000018089317	6061	C07456	D00516		C0022252	CID000006883
5913	DB00888	Mechlorethamine	D03SSE	4033.0	51-75-2	CHEMBL427	ZINC000002539484	28925	C07115	D07671	200297.0	C0025033	CID000004033
5914	DB00889	Granisetron	D0J5KF	5284566.0	109889-09-0	CHEMBL1290003	ZINC000100018854	5537	C07023	D04370	50443668.0	C0061863	CID005284566
5916	DB00887	Bumetanide	D0R7HO	2471.0	28395-03-1	CHEMBL1072	ZINC000003813061	3213		D00247	25903.0	C0006376	CID000002471
5940	DB09267	Strontium ranelate	D0X7KZ	6918182.0	135459-87-9	CHEMBL3707306					50248156.0	C0936139	CID006918182
5956	DB11596	Levoleucovorin	D0Q6LA	149436.0	68538-85-2	CHEMBL1908841	ZINC000009212427	63606		D04715	286.0	C2721771	CID000149436
5959	DB09278	Activated charcoal		297.0	64365-11-3	CHEMBL2106049		27594		D03251		C0001275,C0007009,C0937607	CID000000297
5994	DB00929	Misoprostol	D09ANG	5282381.0	59122-46-2	CHEMBL606		63610		D00419	85606.0	C0085174	CID005282381
5995	DB00927	Famotidine	D0K0OZ	3325.0	76824-35-6	CHEMBL902	ZINC000001530636	4975		D00318	50036754.0	C0015620	CID100003325
5996	DB00928	Azacitidine	D09FAZ	9444.0	320-67-2	CHEMBL1489	ZINC000003861768	2038	C11262	D03021	50424715.0	C0004475	CID000009444
6007	DB00932	Tipranavir	D0EV6T	54682461.0	174484-41-4	CHEMBL222559	ZINC000100016058	63628			50479982.0	C0663733	CID100163296
6009	DB00930	Colesevelam	D01YVT	160051.0	182815-43-6	CHEMBL1201677						C0541155	CID100160051
6011	DB00936	Salicylic acid	D07HBX	338.0	69-72-7	CHEMBL424	ZINC000000001554	16914	C00805	D00097	26193.0	C0036079	CID000000338
6012	DB00937	Diethylpropion	D0B7OD	7029.0	90-84-6	CHEMBL1194666		4530	C06954	D07444		C0012201,C4255869	CID000007029
6013	DB00934	Maprotiline	D03KQF	4011.0	10262-69-8	CHEMBL21731	ZINC000001530688	6690	C07107	D02566	35228.0	C0024778	CID000004011
6015	DB00938	Salmeterol	D0L5YV	5152.0	89365-50-4	CHEMBL1263		64064	C07241	D05792	25771.0	C0073992	CID000005152
6027	DB00943	Zalcitabine	D0Z9QR	24066.0	7481-89-2	CHEMBL853	ZINC000000039906	10101	C07207	D00412	50145605.0	C0012132	CID000024066
6033	DB00945	Acetylsalicylic acid	D0GY5Z	2244.0	50-78-2	CHEMBL25	ZINC000000000053	15365	C01405	D00109	22360.0	C0004057,C0304348,C0699278	CID000002244
6035	DB00949	Felbamate	D05KON	3331.0	25451-15-4	CHEMBL1094	ZINC000001530803	4995	C07501	D00536	50088430.0	C0060135	CID000003331
6054	DB00950	Fexofenadine	D01KPV	3348.0	83799-24-0	CHEMBL914		5050	C06999	D07958	22874.0	C0296800,C0379247	CID000003348
6055	DB00951	Isoniazid	D09XQF	3767.0	54-85-3	CHEMBL64	ZINC000000001590	6030	C07054	D00346	50336507.0	C0022209,C3851115	CID000003767
6058	DB00952	Naratriptan	D0T3KI	4440.0	121679-13-8	CHEMBL1278	ZINC000000004076	7478	C07792	D08255	50073682.0	C0540623	CID000004440
6059	DB00953	Rizatriptan	D0S9MU	5078.0	144034-80-0	CHEMBL905	ZINC000000005895	48273		D00675	50033437.0	C0297635	CID000005078
6060	DB00958	Carboplatin	D0X7HM	38904.0	41575-94-4	CHEMBL1351		31355	C 2538	D01363		C0079083	CID000038904
6061	DB00959	Methylprednisolone	D08PIQ	6741.0	83-43-2	CHEMBL650	ZINC000003875560	6888		D00407	50103616.0	C0025815	CID000006741
6062	DB00956	Hydrocodone	D0X5KF	5284569.0	125-29-1	CHEMBL1457	ZINC000001280665	5779	C08024	D08045	50386689.0	C0020264	CID005284569
6084	DB00961	Mepivacaine	D0WO8W	4062.0	96-88-8	CHEMBL1087		6759	C07528	D08181	50417964.0	C0025384	CID000004062
6085	DB00962	Zaleplon	D09DWL	5719.0	151319-34-5	CHEMBL1521	ZINC000000006300	10102	C07484	D00530	86521.0	C0251504	CID000005719
6086	DB00960	Pindolol	D0F2PO	4828.0	13523-86-9	CHEMBL500		8214	C07445	D00513	50019443.0	C0031937	CID000004828
6088	DB00966	Telmisartan	D0N6RF	65999.0	144701-48-4	CHEMBL1017	ZINC000001530886	9434	C07710	D00627	50043280.0	C0248719	CID000065999
6089	DB00963	Bromfenac	D0U1OM	60726.0	91714-94-2	CHEMBL1077	ZINC000002570817	240107		D07541	50248104.0	C0054094	CID000060726
6090	DB00964	Apraclonidine	D0MT0M	2216.0	66711-21-5	CHEMBL647	ZINC000000020231	2788	C07668	D07461	50021812.0	C0048038	CID000002216
6091	DB00969	Alosetron	D06GKN	2099.0	122852-42-0	CHEMBL1110	ZINC000013537284	253342		D07129	50014558.0	C0291772	CID000002099
6092	DB00967	Desloratadine	D01GBY	124087.0	100643-71-8	CHEMBL1172	ZINC000000001261	291342		D03693	50073179.0	C0908935	CID000124087
6093	DB00968	Methyldopa	D0BA6T	38853.0	555-30-6	CHEMBL459	ZINC000000020255	61058	C07194	D08205	48449.0	C0025741,C3714624	CID100004138
6094	DB00900	Didanosine	D06FDR	50599.0	69655-05-6	CHEMBL1460	ZINC000013597823	490877	C06953	D00296	50404252.0	C0012133	CID000050599
6095	DB00903	Etacrynic acid	D06TNL	3278.0	58-54-8	CHEMBL456	ZINC000000001382	4876		D00313	50186231.0	C0014963,C0178626	CID000003278
6096	DB00904	Ondansetron	D0K7WK	4595.0	99614-02-5	CHEMBL46		7773	C07325	D00456	85330.0	C0061851	CID000004595
6099	DB00907	Cocaine	D04XPW	446220.0	50-36-2	CHEMBL370805	ZINC000003875336	27958	C01416	D00110	22418.0	C0009170,C0368744	CID000446220
6100	DB00908	Quinidine	D03DDR	441074.0	56-54-2	CHEMBL1294	ZINC000003831405	28593	C06527	D08458	50121975.0	C0034414,C4255874,C4255875	CID100001065
6101	DB00905	Bimatoprost	D0Q2XF	5311027.0	155206-00-1	CHEMBL1200963	ZINC000004474405	51230		D02724	220120.0	C0937917	CID005311027
6102	DB00906	Tiagabine	D0ED7U	60648.0	115103-54-3	CHEMBL1027	ZINC000003831531	9586	C07503	D08588	50368628.0	C0068897	CID000060648
6103	DB00909	Zonisamide	D09ZIS	5734.0	68291-97-4	CHEMBL750	ZINC000000004321	10127	C07504	D00538	10888.0	C0078844	CID000005734
6104	DB00910	Paricalcitol	D0N1TP	5281104.0	131918-61-1	CHEMBL1200622	ZINC000013911941	7931	C08127	D00930	233195.0	C0249582	CID005281104
6105	DB00911	Tinidazole		5479.0	19387-91-8	CHEMBL1220	ZINC000000113446	63627		D01426	50248360.0	C0040263	CID000005479
6107	DB00915	Amantadine	D02KRS	2130.0	768-94-5	CHEMBL660	ZINC000000968256	2618	C06818	D07441	50033369.0	C0002403	CID000002130
6108	DB00912	Repaglinide	D0N5YA	65981.0	135062-02-1	CHEMBL1272	ZINC000003798537	8805	C07670	D00594	50153520.0	C0246689	CID000065981
6110	DB00918	Almotriptan	D0P0SM	123606.0	154323-57-6	CHEMBL1505	ZINC000000018087	520985		D02824		C0914729	CID000123606
6111	DB00919	Spectinomycin	D02PCR	15541.0	1695-77-8	CHEMBL1167	ZINC000053006806	9215	C02078			C0001268	CID000015541
6112	DB00916	Metronidazole	D0A2ZX	4173.0	443-48-1	CHEMBL137	ZINC000000113442	6909	C07203	D00409	50375309.0	C0025872	CID000004173
6113	DB00917	Dinoprostone	D06FEA	5280360.0	363-24-6	CHEMBL548	ZINC000003830713	15551	C00584	D00079	35847.0	C0012472	CID005280360
6120	DB00921	Buprenorphine	D0H2JP	644073.0	52485-79-7	CHEMBL560511	ZINC000001319780	3216	C08007	D07132	50026603.0	C0006405	CID100002476
6121	DB00922	Levosimendan	D0C4HG	3033825.0	141505-33-1	CHEMBL2051955	ZINC000003915645	50567		D04720	50469700.0	C0246904	CID003033825
6122	DB00920	Ketotifen	D0YG7M	3827.0	34580-13-7	CHEMBL534	ZINC000000004351	92511		D01332	94597.0	C0022642	CID000003827
6123	DB00925	Phenoxybenzamine	D0X2DK	4768.0	59-96-1	CHEMBL753		8077	C07435	D08358	50017679.0	C0031441	CID000004768
6126	DB00924	Cyclobenzaprine	D01KHH	2895.0	303-53-7	CHEMBL669	ZINC000000968263	3996	C06931	D07758	112774.0	C0056732	CID000002895
6191	DB09357	Dexpanthenol	D0H9ZQ	131204.0	81-13-0	CHEMBL1200979	ZINC000001530303	27373	C05944	D00193		C0057610,C0105747,C4292384,C4292386,C4292387	CID000131204
6269	DB11699	Tropisetron	D0K0KH	656665.0	89565-68-4	CHEMBL56564	ZINC000100019233	32269	C13666	D02130	50108392.0	C0063322	CID100005595
6305	DB11628	Depreotide	D05HWX		161982-62-3	CHEMBL1908335		135908				C1531556	CID109898619
6310	DB00972	Azelastine	D00JVR	2267.0	58581-89-8	CHEMBL639		2950	C07768	D07483	50341448.0	C0052762	CID000002267
6312	DB00973	Ezetimibe	D09LWS	150311.0	163222-33-1	CHEMBL1138	ZINC000003810860	49040		D01966	50371521.0	C1142985	CID000150311
6316	DB00971	Selenium Sulfide	D02SDX	24087.0	7488-56-4	CHEMBL1200680	ZINC1679452	135934			35934.0	C0074281	CID000024087
6318	DB00976	Telithromycin	D09HNR	3002190.0	191114-48-4	CHEMBL1136	ZINC000009574770	29688	C12009	D01078	50378137.0	C0907410	CID003002190
6320	DB00974	Edetic acid	D00KEP	6049.0	60-00-4	CHEMBL858	ZINC000019364242	42191	C00284	D00052	50330325.0	C0013618,C0178627	CID000006049
6321	DB00975	Dipyridamole	D0F9GE	3108.0	58-32-2	CHEMBL932	ZINC000000643046	4653		D00302	23620.0	C0012582	CID000003108
6322	DB00978	Lomefloxacin	D02KOF	3948.0	98079-51-7	CHEMBL561		116278	C07078	D02318	50417952.0	C0065162	CID000003948
6323	DB00979	Cyclopentolate	D0B1EV	2905.0	512-15-2	CHEMBL1201338		4024	C06932	D07759	82375.0	C0010582	CID000002905
6333	DB09313	Ioxaglic acid	D0X7IT	3742.0	59017-64-0	CHEMBL1201291		31718		D01761		C0022041	CID000003742
6336	DB12965	Silver		23954.0	7440-22-4	CHEMBL1230866		9141	C06710			C0772313,C0947651,C1949701	CID000023954
6349	DB11637	Delamanid	D0S3NU	6480466.0	681492-22-8	CHEMBL218650	ZINC000043100810	134742				C3489682	CID106477186
6352	DB00980	Ramelteon	D0U0KW	208902.0	196597-26-9	CHEMBL1218	ZINC000003960338	109549		D02689	50118470.0	C1565316	CID000208902
6354	DB00983	Formoterol	D04KJO	3410.0	73573-87-2	CHEMBL1256786		63082	C07805	D07990	86453.0	C0060657	CID000003410
6358	DB00981	Physostigmine	D09JVV	5983.0	57-47-6	CHEMBL94	ZINC000091689892	27953	C06535	D00196	50222010.0	C0031849,C1314787,C4255854	CID000005983
